item_price_id|item_id|price|name|description|creator|date_created|changed_by|date_changed|retired|retired_by|date_retired|retire_reason|uuid
839|751|330.00|OPD|""|1|2013-01-11 10:55:37|||0||||4763af1d-5bc4-11e2-a081-b4b52f5b1c99
840|752|200.00|OPD|""|1|2013-01-11 10:55:37|||0||||4763b73c-5bc4-11e2-a081-b4b52f5b1c99
841|753|86.00|""||3|2014-11-26 12:57:56|3|2014-11-26 12:57:56|0||||4763b995-5bc4-11e2-a081-b4b52f5b1c99
842|754|60.00|""|""|1|2013-01-11 10:55:37|||0||||4763bbda-5bc4-11e2-a081-b4b52f5b1c99
843|755|45.00|""||3|2014-12-11 11:29:06|3|2014-12-11 11:29:06|0||||4763c038-5bc4-11e2-a081-b4b52f5b1c99
844|756|4.00|""||3|2014-12-11 12:39:24|3|2014-12-11 12:39:24|0||||4763c29f-5bc4-11e2-a081-b4b52f5b1c99
845|757|11.50|""||3|2014-12-11 11:36:49|3|2014-12-11 11:36:49|0||||4763c4ec-5bc4-11e2-a081-b4b52f5b1c99
846|758|86.00|""|""|1|2013-01-11 10:55:37|||0||||4763c730-5bc4-11e2-a081-b4b52f5b1c99
847|759|1347.00|""|""|1|2013-01-11 10:55:37|||0||||4763c979-5bc4-11e2-a081-b4b52f5b1c99
848|760|60.00|""||3|2014-12-11 12:19:04|3|2014-12-11 12:19:04|0||||4763cbd2-5bc4-11e2-a081-b4b52f5b1c99
849|761|1796.00|""|""|1|2013-01-11 10:55:37|||0||||4763ce31-5bc4-11e2-a081-b4b52f5b1c99
850|762|1009.00|""|""|1|2013-01-11 10:55:37|||0||||4763d075-5bc4-11e2-a081-b4b52f5b1c99
851|763|12.00|""|""|1|2013-01-11 10:55:37|||0||||4763d2be-5bc4-11e2-a081-b4b52f5b1c99
852|764|25.00|""||16|2014-12-13 10:18:00|16|2014-12-13 10:18:00|0||||4763d51c-5bc4-11e2-a081-b4b52f5b1c99
853|765|15.00|""||3|2014-12-11 12:17:58|3|2014-12-11 12:17:58|0||||4763d764-5bc4-11e2-a081-b4b52f5b1c99
854|766|7315.00|""|""|1|2013-01-11 10:55:37|||0||||4763e087-5bc4-11e2-a081-b4b52f5b1c99
855|767|192.00|""|""|1|2013-01-11 10:55:37|||0||||4763e2dd-5bc4-11e2-a081-b4b52f5b1c99
856|768|120.00|""|""|1|2013-01-11 10:55:37|||0||||4763e810-5bc4-11e2-a081-b4b52f5b1c99
857|769|9.00|""||3|2014-12-11 11:49:35|3|2014-12-11 11:49:35|0||||4763ea5d-5bc4-11e2-a081-b4b52f5b1c99
858|770|1390.00|""||3|2014-12-11 11:26:03|3|2014-12-11 11:26:03|0||||4763ecae-5bc4-11e2-a081-b4b52f5b1c99
859|771|170.00|""|""|1|2013-01-11 10:55:37|||0||||4763eef7-5bc4-11e2-a081-b4b52f5b1c99
860|772|170.00|""|""|1|2013-01-11 10:55:37|||0||||4763f15e-5bc4-11e2-a081-b4b52f5b1c99
861|773|13234.00|""|""|1|2013-01-11 10:55:37|||0||||4763f3a2-5bc4-11e2-a081-b4b52f5b1c99
862|774|13234.00|""|""|1|2013-01-11 10:55:37|||0||||4763f5e6-5bc4-11e2-a081-b4b52f5b1c99
863|775|6916.00|""|""|1|2013-01-11 10:55:37|||0||||4763f827-5bc4-11e2-a081-b4b52f5b1c99
864|776|2.00|""||3|2014-12-11 12:41:16|3|2014-12-11 12:41:16|0||||4763fa8d-5bc4-11e2-a081-b4b52f5b1c99
865|777|60.00|""||11|2015-08-05 14:29:15|11|2015-08-05 14:29:15|0||||4763fcd6-5bc4-11e2-a081-b4b52f5b1c99
866|778|446.00|""|""|1|2013-01-11 10:55:37|||0||||4763ff1a-5bc4-11e2-a081-b4b52f5b1c99
867|779|178.00|""||3|2014-12-11 12:47:33|3|2014-12-11 12:47:33|0||||4764015a-5bc4-11e2-a081-b4b52f5b1c99
869|781|28.37|""|""|1|2013-01-11 10:55:37|||0||||47640601-5bc4-11e2-a081-b4b52f5b1c99
870|782|28.00|""|""|1|2013-01-11 10:55:37|||0||||4764084e-5bc4-11e2-a081-b4b52f5b1c99
871|783|75.00|""||3|2014-12-11 11:28:05|3|2014-12-11 11:28:05|0||||47640d13-5bc4-11e2-a081-b4b52f5b1c99
872|784|5.00|""||3|2014-12-11 12:14:29|3|2014-12-11 12:14:29|0||||47640fb5-5bc4-11e2-a081-b4b52f5b1c99
873|785|7.00|""||3|2014-12-11 11:21:14|3|2014-12-11 11:21:14|0||||47641202-5bc4-11e2-a081-b4b52f5b1c99
874|786|958.00|""|""|1|2013-01-11 10:55:37|||0||||4764144b-5bc4-11e2-a081-b4b52f5b1c99
875|787|390.00|""|""|1|2013-01-11 10:55:37|||0||||4764168f-5bc4-11e2-a081-b4b52f5b1c99
876|788|399.00|""|""|1|2013-01-11 10:55:37|||0||||476418fa-5bc4-11e2-a081-b4b52f5b1c99
877|789|441.00|""|""|1|2013-01-11 10:55:37|||0||||47641b43-5bc4-11e2-a081-b4b52f5b1c99
878|790|441.00|""|""|1|2013-01-11 10:55:37|||0||||47642608-5bc4-11e2-a081-b4b52f5b1c99
879|791|20.00|""||3|2014-12-11 11:48:23|3|2014-12-11 11:48:23|0||||4764285d-5bc4-11e2-a081-b4b52f5b1c99
880|792|50.00|""||3|2014-12-11 11:48:32|3|2014-12-11 11:48:32|0||||47642abb-5bc4-11e2-a081-b4b52f5b1c99
881|793|512.00|""|""|1|2013-01-11 10:55:37|||0||||47642d00-5bc4-11e2-a081-b4b52f5b1c99
882|794|190.00|""||3|2014-12-11 11:16:31|3|2014-12-11 11:16:31|0||||47642f40-5bc4-11e2-a081-b4b52f5b1c99
884|796|5852.00|""||3|2014-12-11 11:12:04|3|2014-12-11 11:12:04|0||||4764365e-5bc4-11e2-a081-b4b52f5b1c99
886|798|134.00|""|""|1|2013-01-11 10:55:37|||0||||47643ae3-5bc4-11e2-a081-b4b52f5b1c99
887|799|1069.00|""||3|2014-12-11 11:24:13|3|2014-12-11 11:24:13|0||||47643d2b-5bc4-11e2-a081-b4b52f5b1c99
888|800|2421.00|""|""|1|2013-01-11 10:55:37|||0||||47643f92-5bc4-11e2-a081-b4b52f5b1c99
889|801|426.00|""|""|1|2013-01-11 10:55:37|||0||||476441db-5bc4-11e2-a081-b4b52f5b1c99
890|802|239.00|""|""|1|2013-01-11 10:55:37|||0||||4764441b-5bc4-11e2-a081-b4b52f5b1c99
891|803|1.30|""||3|2014-12-11 12:14:58|3|2014-12-11 12:14:58|0||||4764465f-5bc4-11e2-a081-b4b52f5b1c99
892|804|4.79|""|""|1|2013-01-11 10:55:37|||0||||476448ca-5bc4-11e2-a081-b4b52f5b1c99
893|805|3.00|""||11|2015-02-25 12:33:15|11|2015-02-25 12:33:15|0||||47644b0f-5bc4-11e2-a081-b4b52f5b1c99
894|806|10.00|""||3|2014-12-11 11:30:27|3|2014-12-11 11:30:27|0||||47644d57-5bc4-11e2-a081-b4b52f5b1c99
895|807|203.00|""|""|1|2013-01-11 10:55:37|||0||||47644f97-5bc4-11e2-a081-b4b52f5b1c99
896|808|104.00|""|""|1|2013-01-11 10:55:37|||0||||476451fe-5bc4-11e2-a081-b4b52f5b1c99
897|809|73.00|""||16|2014-12-13 09:57:11|16|2014-12-13 09:57:11|0||||47645442-5bc4-11e2-a081-b4b52f5b1c99
898|810|186.00|OPD||3|2014-12-11 11:18:51|3|2014-12-11 11:18:51|0||||47645687-5bc4-11e2-a081-b4b52f5b1c99
900|812|18.00|""||3|2014-12-11 11:22:16|3|2014-12-11 11:22:16|0||||47645d90-5bc4-11e2-a081-b4b52f5b1c99
901|813|26.00|""||3|2014-12-11 11:12:54|3|2014-12-11 11:12:54|0||||47645fd8-5bc4-11e2-a081-b4b52f5b1c99
902|814|13.00|""|""|1|2013-01-11 10:55:37|||0||||4764621d-5bc4-11e2-a081-b4b52f5b1c99
903|815|21.00|""|""|1|2013-01-11 10:55:37|||0||||4764645d-5bc4-11e2-a081-b4b52f5b1c99
904|816|75.00|""||11|2015-03-03 15:18:41|11|2015-03-03 15:18:41|0||||476470cd-5bc4-11e2-a081-b4b52f5b1c99
905|817|180.00|""||11|2015-02-27 13:30:39|11|2015-02-27 13:30:39|0||||47647df0-5bc4-11e2-a081-b4b52f5b1c99
906|818|9.00|""||3|2014-12-11 11:45:29|3|2014-12-11 11:45:29|0||||476482b5-5bc4-11e2-a081-b4b52f5b1c99
907|819|1330.00|""|""|1|2013-01-11 10:55:37|||0||||47648501-5bc4-11e2-a081-b4b52f5b1c99
908|820|904.00|""|""|1|2013-01-11 10:55:37|||0||||4764871f-5bc4-11e2-a081-b4b52f5b1c99
909|821|500.00|""||3|2014-12-11 11:30:51|3|2014-12-11 11:30:51|0||||4764891b-5bc4-11e2-a081-b4b52f5b1c99
910|822|332.00|""||3|2014-12-11 11:41:06|3|2014-12-11 11:41:06|0||||47648b13-5bc4-11e2-a081-b4b52f5b1c99
912|824|50.00|""|""|1|2013-01-11 10:55:37|||0||||47648f20-5bc4-11e2-a081-b4b52f5b1c99
913|825|64.00|""|""|1|2013-01-11 10:55:37|||0||||4764911c-5bc4-11e2-a081-b4b52f5b1c99
914|826|50.00|""||3|2014-12-11 12:25:58|3|2014-12-11 12:25:58|0||||47649318-5bc4-11e2-a081-b4b52f5b1c99
915|827|100.00|""|""|1|2013-01-11 10:55:37|||0||||4764950b-5bc4-11e2-a081-b4b52f5b1c99
916|828|23.20|""||16|2014-12-13 11:01:55|16|2014-12-13 11:01:55|0||||4764971c-5bc4-11e2-a081-b4b52f5b1c99
917|829|2.00|""||16|2014-12-13 10:10:52|16|2014-12-13 10:10:52|0||||4764991c-5bc4-11e2-a081-b4b52f5b1c99
918|830|3724.00|""|""|1|2013-01-11 10:55:37|||0||||47649b14-5bc4-11e2-a081-b4b52f5b1c99
919|831|47.00|""|""|1|2013-01-11 10:55:37|||0||||47649d10-5bc4-11e2-a081-b4b52f5b1c99
920|832|17.00|""||3|2014-12-11 12:37:00|3|2014-12-11 12:37:00|0||||47649f21-5bc4-11e2-a081-b4b52f5b1c99
921|833|9.00|""||3|2014-12-15 12:43:56|3|2014-12-15 12:43:56|0||||4764a119-5bc4-11e2-a081-b4b52f5b1c99
922|834|34482.00|""|""|1|2013-01-11 10:55:37|||0||||4764a30c-5bc4-11e2-a081-b4b52f5b1c99
923|835|30.00|""|""|1|2013-01-11 10:55:37|||0||||4764a4ff-5bc4-11e2-a081-b4b52f5b1c99
924|836|6.65|""|""|1|2013-01-11 10:55:37|||0||||4764a959-5bc4-11e2-a081-b4b52f5b1c99
925|837|4.00|""|""|1|2013-01-11 10:55:37|||0||||4764ab66-5bc4-11e2-a081-b4b52f5b1c99
926|838|4.00|""|""|1|2013-01-11 10:55:37|||0||||4764ad62-5bc4-11e2-a081-b4b52f5b1c99
927|839|4.00|""|""|1|2013-01-11 10:55:37|||0||||4764af5e-5bc4-11e2-a081-b4b52f5b1c99
928|840|335.00|""|""|1|2013-01-11 10:55:37|||0||||4764b173-5bc4-11e2-a081-b4b52f5b1c99
929|841|466.00|""|""|1|2013-01-11 10:55:37|||0||||4764b374-5bc4-11e2-a081-b4b52f5b1c99
930|842|399.00|""|""|1|2013-01-11 10:55:37|||0||||4764b56b-5bc4-11e2-a081-b4b52f5b1c99
931|843|252.00|""|""|1|2013-01-11 10:55:37|||0||||4764c335-5bc4-11e2-a081-b4b52f5b1c99
932|844|466.00|""|""|1|2013-01-11 10:55:37|||0||||4764c568-5bc4-11e2-a081-b4b52f5b1c99
933|845|47.00|""||3|2014-12-11 11:25:37|3|2014-12-11 11:25:37|0||||4764c764-5bc4-11e2-a081-b4b52f5b1c99
934|846|551.00|""||3|2014-12-11 11:42:59|3|2014-12-11 11:42:59|0||||4764c968-5bc4-11e2-a081-b4b52f5b1c99
935|847|140.00|""||3|2014-12-11 11:44:02|3|2014-12-11 11:44:02|0||||4764cb60-5bc4-11e2-a081-b4b52f5b1c99
937|849|80.00|""|""|1|2013-01-11 10:55:37|||0||||4764d1b1-5bc4-11e2-a081-b4b52f5b1c99
938|850|3.00|""||16|2014-12-13 11:04:01|16|2014-12-13 11:04:01|0||||4764e5d5-5bc4-11e2-a081-b4b52f5b1c99
939|851|585.00|""|""|1|2013-01-11 10:55:37|||0||||4764e7ea-5bc4-11e2-a081-b4b52f5b1c99
940|852|7.00|""||16|2014-12-13 11:18:57|16|2014-12-13 11:18:57|0||||4764ea00-5bc4-11e2-a081-b4b52f5b1c99
941|853|29.00|""||16|2014-12-13 11:16:50|16|2014-12-13 11:16:50|0||||4764ebf8-5bc4-11e2-a081-b4b52f5b1c99
942|854|150.00|""||3|2014-12-11 11:45:59|3|2014-12-11 11:45:59|0||||4764edf8-5bc4-11e2-a081-b4b52f5b1c99
943|855|692.00|""|""|1|2013-01-11 10:55:37|||0||||4764efef-5bc4-11e2-a081-b4b52f5b1c99
944|856|599.00|""|""|1|2013-01-11 10:55:37|||0||||4764f209-5bc4-11e2-a081-b4b52f5b1c99
945|857|399.00|""|""|1|2013-01-11 10:55:37|||0||||4764f405-5bc4-11e2-a081-b4b52f5b1c99
946|858|372.00|""||3|2013-01-22 13:39:40|3|2013-01-22 13:39:40|0||||4764f8ec-5bc4-11e2-a081-b4b52f5b1c99
948|860|466.00|""|""|1|2013-01-11 10:55:37|||0||||4764fd2c-5bc4-11e2-a081-b4b52f5b1c99
950|862|20.00|""||16|2014-12-13 10:00:17|16|2014-12-13 10:00:17|0||||4765012c-5bc4-11e2-a081-b4b52f5b1c99
951|863|12.00|""|""|1|2013-01-11 10:55:37|||0||||47650324-5bc4-11e2-a081-b4b52f5b1c99
952|864|20.00|""|""|1|2013-01-11 10:55:37|||0||||47650535-5bc4-11e2-a081-b4b52f5b1c99
953|865|53.00|""|""|1|2013-01-11 10:55:37|||0||||47650728-5bc4-11e2-a081-b4b52f5b1c99
954|866|6.00|""||11|2015-02-27 10:21:10|11|2015-02-27 10:21:10|0||||47650929-5bc4-11e2-a081-b4b52f5b1c99
955|867|175.00|""||16|2014-12-13 11:03:30|16|2014-12-13 11:03:30|0||||47650b24-5bc4-11e2-a081-b4b52f5b1c99
956|868|2.00|""|""|1|2013-01-11 10:55:37|||0||||47650d3a-5bc4-11e2-a081-b4b52f5b1c99
957|869|67.00|""||3|2014-12-11 12:44:04|3|2014-12-11 12:44:04|0||||47650f36-5bc4-11e2-a081-b4b52f5b1c99
958|870|47.00|""|""|1|2013-01-11 10:55:37|||0||||4765112d-5bc4-11e2-a081-b4b52f5b1c99
959|871|4.00|""|""|1|2013-01-11 10:55:37|||0||||4765132d-5bc4-11e2-a081-b4b52f5b1c99
960|872|29.00|""||3|2014-12-11 12:44:31|3|2014-12-11 12:44:31|0||||47652744-5bc4-11e2-a081-b4b52f5b1c99
961|873|37.00|""|""|1|2013-01-11 10:55:37|||0||||47652962-5bc4-11e2-a081-b4b52f5b1c99
962|874|1303.00|""|""|1|2013-01-11 10:55:37|||0||||47652b62-5bc4-11e2-a081-b4b52f5b1c99
963|875|242.00|""|""|1|2013-01-11 10:55:37|||0||||47652d5e-5bc4-11e2-a081-b4b52f5b1c99
964|876|1210.00|""|""|1|2013-01-11 10:55:37|||0||||47652f6f-5bc4-11e2-a081-b4b52f5b1c99
965|877|69.00|""|""|1|2013-01-11 10:55:37|||0||||4765316b-5bc4-11e2-a081-b4b52f5b1c99
966|878|45.00|""||11|2015-03-02 10:59:56|11|2015-03-02 10:59:56|0||||4765336b-5bc4-11e2-a081-b4b52f5b1c99
968|880|50.00|""||11|2015-06-12 12:04:51|11|2015-06-12 12:04:51|0||||4765377d-5bc4-11e2-a081-b4b52f5b1c99
969|881|1.30|""||16|2014-12-13 10:02:14|16|2014-12-13 10:02:14|0||||47653974-5bc4-11e2-a081-b4b52f5b1c99
970|882|105.00|""|""|1|2013-01-11 10:55:37|||0||||47653b70-5bc4-11e2-a081-b4b52f5b1c99
971|883|8.00|""||16|2014-12-13 11:13:02|16|2014-12-13 11:13:02|0||||47653d75-5bc4-11e2-a081-b4b52f5b1c99
972|884|64.00|""|""|1|2013-01-11 10:55:37|||0||||47653f82-5bc4-11e2-a081-b4b52f5b1c99
973|885|181.00|""|""|1|2013-01-11 10:55:37|||0||||4765417d-5bc4-11e2-a081-b4b52f5b1c99
974|886|246.00|""||3|2014-12-11 12:14:04|3|2014-12-11 12:14:04|0||||476545b5-5bc4-11e2-a081-b4b52f5b1c99
975|887|346.00|""|""|1|2013-01-11 10:55:37|||0||||476547ba-5bc4-11e2-a081-b4b52f5b1c99
976|888|2153.00|""|""|1|2013-01-11 10:55:37|||0||||476549d3-5bc4-11e2-a081-b4b52f5b1c99
977|889|798.00|""|""|1|2013-01-11 10:55:37|||0||||47654bd4-5bc4-11e2-a081-b4b52f5b1c99
978|890|40.00|""||16|2014-12-13 11:19:19|16|2014-12-13 11:19:19|0||||47654dd8-5bc4-11e2-a081-b4b52f5b1c99
979|891|50.00|""|""|1|2013-01-11 10:55:37|||0||||47654fd4-5bc4-11e2-a081-b4b52f5b1c99
980|892|13.00|""||3|2014-12-11 12:21:48|3|2014-12-11 12:21:48|0||||476551ee-5bc4-11e2-a081-b4b52f5b1c99
981|893|894.00|""|""|1|2013-01-11 10:55:37|||0||||476553e5-5bc4-11e2-a081-b4b52f5b1c99
982|894|32.00|""|""|1|2013-01-11 10:55:37|||0||||476555e1-5bc4-11e2-a081-b4b52f5b1c99
983|895|14.00|""|""|1|2013-01-11 10:55:37|||0||||476557d9-5bc4-11e2-a081-b4b52f5b1c99
984|896|59.00|""|""|1|2013-01-11 10:55:37|||0||||476559f2-5bc4-11e2-a081-b4b52f5b1c99
985|897|27.00|""||11|2015-03-04 10:05:57|11|2015-03-04 10:05:57|0||||47655bee-5bc4-11e2-a081-b4b52f5b1c99
986|898|7.00|""||11|2015-05-15 11:02:11|11|2015-05-15 11:02:11|0||||47655df3-5bc4-11e2-a081-b4b52f5b1c99
987|899|93.00|""||16|2014-12-13 10:34:31|16|2014-12-13 10:34:31|0||||47655fef-5bc4-11e2-a081-b4b52f5b1c99
989|901|12.00|""||19|2014-12-15 12:01:53|19|2014-12-15 12:01:53|0||||47656404-5bc4-11e2-a081-b4b52f5b1c99
990|902|33.00|""||19|2014-12-15 12:05:28|19|2014-12-15 12:05:28|0||||47656604-5bc4-11e2-a081-b4b52f5b1c99
991|903|2.00|""||3|2014-12-11 12:45:45|3|2014-12-11 12:45:45|0||||476567f8-5bc4-11e2-a081-b4b52f5b1c99
992|904|0.00|""|""|1|2013-01-11 10:55:37|||0||||47656a0d-5bc4-11e2-a081-b4b52f5b1c99
993|905|160.00|""|""|1|2013-01-11 10:55:37|||0||||47657e86-5bc4-11e2-a081-b4b52f5b1c99
995|907|1.00|""||16|2014-12-13 10:08:02|16|2014-12-13 10:08:02|0||||476582a8-5bc4-11e2-a081-b4b52f5b1c99
996|908|57.00|""||11|2015-03-17 13:44:59|11|2015-03-17 13:44:59|0||||476584be-5bc4-11e2-a081-b4b52f5b1c99
997|909|60.00|""||16|2014-12-13 10:07:30|16|2014-12-13 10:07:30|0||||476586ba-5bc4-11e2-a081-b4b52f5b1c99
998|910|60.00|""||16|2014-12-13 10:51:31|16|2014-12-13 10:51:31|0||||476588b1-5bc4-11e2-a081-b4b52f5b1c99
999|911|10.00|""||16|2014-12-13 11:11:04|16|2014-12-13 11:11:04|0||||47658aa9-5bc4-11e2-a081-b4b52f5b1c99
1000|912|126.00|""|""|1|2013-01-11 10:55:37|||0||||47658cbe-5bc4-11e2-a081-b4b52f5b1c99
1001|913|1.00|""|""|1|2013-01-11 10:55:37|||0||||47658ebf-5bc4-11e2-a081-b4b52f5b1c99
1002|914|532.00|""|""|1|2013-01-11 10:55:37|||0||||476590bf-5bc4-11e2-a081-b4b52f5b1c99
1003|915|105.00|""|""|1|2013-01-11 10:55:37|||0||||476594b6-5bc4-11e2-a081-b4b52f5b1c99
1005|917|1264.00|""|""|1|2013-01-11 10:55:37|||0||||476598c8-5bc4-11e2-a081-b4b52f5b1c99
1006|918|10.00|""|""|1|2013-01-11 10:55:37|||0||||47659ac8-5bc4-11e2-a081-b4b52f5b1c99
1007|919|30.00|""|""|1|2013-01-11 10:55:37|||0||||47659cc8-5bc4-11e2-a081-b4b52f5b1c99
1008|920|30.00|""|""|1|2013-01-11 10:55:37|||0||||47659ed5-5bc4-11e2-a081-b4b52f5b1c99
1009|921|2.00|""|""|1|2013-01-11 10:55:37|||0||||4765a0d5-5bc4-11e2-a081-b4b52f5b1c99
1010|922|11.00|""||3|2014-12-11 11:50:14|3|2014-12-11 11:50:14|0||||4765a2da-5bc4-11e2-a081-b4b52f5b1c99
1011|923|166.00|""||3|2014-12-11 11:33:52|3|2014-12-11 11:33:52|0||||4765a4da-5bc4-11e2-a081-b4b52f5b1c99
1012|924|70.00|""|""|1|2013-01-11 10:55:37|||0||||4765a6eb-5bc4-11e2-a081-b4b52f5b1c99
1013|925|70.00|""|""|1|2013-01-11 10:55:37|||0||||4765a8e3-5bc4-11e2-a081-b4b52f5b1c99
1014|926|440.00|""||3|2014-12-11 12:13:03|3|2014-12-11 12:13:03|0||||4765aade-5bc4-11e2-a081-b4b52f5b1c99
1015|927|86.00|""|""|1|2013-01-11 10:55:37|||0||||4765acd6-5bc4-11e2-a081-b4b52f5b1c99
1016|928|60.00|""||11|2014-12-13 13:19:55|11|2014-12-13 13:19:55|0||||4765aeeb-5bc4-11e2-a081-b4b52f5b1c99
1017|929|80.00|""||16|2014-12-13 10:13:35|16|2014-12-13 10:13:35|0||||4765b29f-5bc4-11e2-a081-b4b52f5b1c99
1018|930|75.00|""|""|1|2013-01-11 10:55:37|||0||||4765b4e8-5bc4-11e2-a081-b4b52f5b1c99
1019|931|1.00|""|""|1|2013-01-11 10:55:37|||0||||4765b70a-5bc4-11e2-a081-b4b52f5b1c99
1020|932|4.00|""||3|2014-12-11 12:29:57|3|2014-12-11 12:29:57|0||||4765bd9b-5bc4-11e2-a081-b4b52f5b1c99
1021|933|16.00|""||3|2014-12-11 11:47:24|3|2014-12-11 11:47:24|0||||4765bfa8-5bc4-11e2-a081-b4b52f5b1c99
1022|934|40.00|""||3|2014-12-11 12:13:33|3|2014-12-11 12:13:33|0||||4765c1a4-5bc4-11e2-a081-b4b52f5b1c99
1024|936|100.00|""|""|1|2013-01-11 10:55:37|||0||||4765d959-5bc4-11e2-a081-b4b52f5b1c99
1025|937|19950.00|""|""|1|2013-01-11 10:55:37|||0||||4765db59-5bc4-11e2-a081-b4b52f5b1c99
1026|938|9.00|""||16|2014-12-13 10:25:15|16|2014-12-13 10:25:15|0||||4765dd59-5bc4-11e2-a081-b4b52f5b1c99
1027|939|379.00|""|""|1|2013-01-11 10:55:37|||0||||4765e16b-5bc4-11e2-a081-b4b52f5b1c99
1028|940|2113.00|""|""|1|2013-01-11 10:55:37|||0||||4765e3c0-5bc4-11e2-a081-b4b52f5b1c99
1029|941|11.00|""||16|2014-12-13 11:14:55|16|2014-12-13 11:14:55|0||||4765e5c0-5bc4-11e2-a081-b4b52f5b1c99
1030|942|17.00|""||3|2014-12-11 11:39:11|3|2014-12-11 11:39:11|0||||4765e7b4-5bc4-11e2-a081-b4b52f5b1c99
